Id,Property Name,Store ID,Address,City,State,State Code,Zip Code,DMA Name,DMA Code,CBSA Name,CBSA Code,lat,lng,Category Group,Category,Sub Category,Visits,Ranking
6572be0f34073b0e608b9fb7,Academy Sports + Outdoors,352,250 Alliance Blvd,Hutto,Texas,TX,78634,"Austin, TX",635,"Austin-Round Rock-Georgetown, TX Metro Area",12420,30.54339027404785,-97.56487274,Apparel,Recreational & Sporting Goods,Sporting Goods Shop,216488,250
a3f0be17e0fbcb8d9758d63d,Academy Sports + Outdoors,271,4406 W Owen K Garriott Rd,Enid,Oklahoma,OK,73703,"Oklahoma City, OK",650,"Enid, OK Metro Area",21420,36.392913818359375,-97.93265533,Apparel,Recreational & Sporting Goods,Sporting Goods Shop,216370,251
cc099e391299bba5fab8ce11,Academy Sports + Outdoors,50,61107 Airport Rd,Slidell,Louisiana,LA,70460,"New Orleans, LA",622,"Slidell-Mandeville-Covington, LA",43640,30.317190170288086,-89.82723999,Apparel,Recreational & Sporting Goods,Sporting Goods Shop,215207,252
bda9267bf53a06881ef29ba9,Academy Sports + Outdoors,145,8675 Concord Mills Blvd,Concord,North Carolina,NC,28027,"Charlotte, NC",517,"Charlotte-Concord-Gastonia, NC-SC Metro Area",16740,35.37302780151367,-80.7302475,Apparel,Recreational & Sporting Goods,Sporting Goods Shop,215135,253
21212b2b0039b455eeec10c0,Academy Sports + Outdoors,56,8464 Airline Hwy,Baton Rouge,Louisiana,LA,70815,"Baton Rouge, LA",716,"Baton Rouge, LA Metro Area",12940,30.456653594970703,-91.10011292,Apparel,Recreational & Sporting Goods,Sporting Goods Shop,214281,254
697f542bc7c92b5c000efddd,Academy Sports + Outdoors,125,4071 N Loop 1604 W,San Antonio,Texas,TX,78257,"San Antonio, TX",641,"San Antonio-New Braunfels, TX Metro Area",41700,29.60258674621582,-98.56374359,Apparel,Recreational & Sporting Goods,Sporting Goods Shop,213880,255
70aba37fda6ecd13c95f2f71,Academy Sports + Outdoors,126,4000 Preston Rd,Frisco,Texas,TX,75035,"Dallas-Ft. Worth, TX",623,"Dallas-Fort Worth-Arlington, TX Metro Area",19100,33.112510681152344,-96.80276489,Apparel,Recreational & Sporting Goods,Sporting Goods Shop,213823,256
7bdfda0dc5678c7e67308267,Academy Sports + Outdoors,165,24970 FM 1093,Richmond,Texas,TX,77406,"Houston, TX",618,"Houston-The Woodlands-Sugar Land, TX Metro Area",26420,29.70047378540039,-95.81015015,Apparel,Recreational & Sporting Goods,Sporting Goods Shop,213166,257
6512cb8483f4a13f680b620e,Academy Sports + Outdoors,349,1320 Carl D Silver Pkwy,Fredericksburg,Virginia,VA,22401,"Washington, DC (Hagerstown, MD)",511,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",47900,38.30156707763672,-77.51091003,Apparel,Recreational & Sporting Goods,Sporting Goods Shop,212534,258
bd4aa0e569c6a73d811166cd,Academy Sports + Outdoors,220,510 E Markey Pkwy,Belton,Missouri,MO,64012,"Kansas City, MO",616,"Kansas City, MO-KS Metro Area",28140,38.82548522949219,-94.52329254,Apparel,Recreational & Sporting Goods,Sporting Goods Shop,211237,259
